lat,lon,type,description
49.839362,13.833491,Ex353,Jede do Cerhovice (úsek 4.51km) v 11:48 <a href='https://www.cd.cz/vlak/353' target='_blank'>info</a>
50.029742,14.2612,Os19915,Jede do Jinočany (úsek 1.94km) v 11:51 <a href='https://www.cd.cz/vlak/19915' target='_blank'>info</a>
49.02079,17.648682,Os4338,Jede do Uherský Brod (úsek 3.34km) v 11:50 <a href='https://www.cd.cz/vlak/4338' target='_blank'>info</a>
50.076784,14.866368,Os9328,Stojí ve stanici v 11:52 <a href='https://www.cd.cz/vlak/9328' target='_blank'>info</a>
50.087837,14.434774,Os7773,Stojí ve stanici v 11:43 <a href='https://www.cd.cz/vlak/7773' target='_blank'>info</a>
49.936044,14.702515,R711,Jede do Mnichovice (úsek 3.05km) v 11:51 <a href='https://www.cd.cz/vlak/711' target='_blank'>info</a>
49.076365,17.422854,Os4362,Stojí ve stanici v 11:50 <a href='https://www.cd.cz/vlak/4362' target='_blank'>info</a>
49.482692,13.872392,Os17908,Jede do Závišín (úsek 4.45km) v 11:40 <a href='https://www.cd.cz/vlak/17908' target='_blank'>info</a>
48.964306,14.858053,Os8712,Jede do Majdalena zastávka (úsek 1.72km) v 11:49 <a href='https://www.cd.cz/vlak/8712' target='_blank'>info</a>
50.313936,16.080635,Os5127,Jede do Bohuslavice nad Metují zastávka (úsek 2.15km) v 11:46 <a href='https://www.cd.cz/vlak/5127' target='_blank'>info</a>
50.994756,14.361933,Os5446,Jede do Lipová u Šluknova (úsek 1.62km) v 11:43 <a href='https://www.cd.cz/vlak/5446' target='_blank'>info</a>
49.54176,18.224445,Os3167,Stojí ve stanici v 11:52 <a href='https://www.cd.cz/vlak/3167' target='_blank'>info</a>
48.849989,13.906166,Os8106,Jede do Pěkná (úsek 3.94km) v 11:36 <a href='https://www.cd.cz/vlak/8106' target='_blank'>info</a>
50.11128,14.922328,Os15862,Stojí ve stanici v 11:40 <a href='https://www.cd.cz/vlak/15862' target='_blank'>info</a>
49.673964,13.317774,Os7517,Jede do Dobřany zastávka (úsek 3.15km) v 11:51 <a href='https://www.cd.cz/vlak/7517' target='_blank'>info</a>
50.167055,14.764949,Os9413,Jede do Čelákovice-Jiřina (úsek 1.34km) v 11:51 <a href='https://www.cd.cz/vlak/9413' target='_blank'>info</a>
50.015762,14.214546,R1246,Jede do Nučice zastávka (úsek 1.53km) v 11:53 <a href='https://www.cd.cz/vlak/1246' target='_blank'>info</a>
49.583037,18.132498,Os23132,Stojí ve stanici v 11:52 <a href='https://www.cd.cz/vlak/23132' target='_blank'>info</a>
49.795742,12.64011,Os7205,Jede do Tachov zastávka (úsek 3.07km) v 11:43 <a href='https://www.cd.cz/vlak/7205' target='_blank'>info</a>
49.892999,18.479497,Os2935,Jede do Koukolná odbočka (úsek 2.45km) v 11:53 <a href='https://www.cd.cz/vlak/2935' target='_blank'>info</a>
49.226534,17.658522,Os14218,Jede do Zlín střed (úsek 0.42km) v 11:47 <a href='https://www.cd.cz/vlak/14218' target='_blank'>info</a>
50.08811,14.570141,Os8604,Jede do Praha-Dolní Počernice (úsek 2.23km) v 11:45 <a href='https://www.cd.cz/vlak/8604' target='_blank'>info</a>
49.964788,14.324532,Os8832,Jede do Černošice (úsek 4.33km) v 11:44 <a href='https://www.cd.cz/vlak/8832' target='_blank'>info</a>
49.167579,13.893604,Os18106,Jede do vl.v km 11.276 (úsek 0.32km) v 11:44 <a href='https://www.cd.cz/vlak/18106' target='_blank'>info</a>
50.282264,14.243307,Os20314,Stojí ve stanici v 11:44 <a href='https://www.cd.cz/vlak/20314' target='_blank'>info</a>
49.301729,16.648936,Os4014,Jede do Adamov zastávka (úsek 1.3km) v 11:49 <a href='https://www.cd.cz/vlak/4014' target='_blank'>info</a>
50.633403,15.293945,Os5426,Jede do Spálov (úsek 2.68km) v 11:52 <a href='https://www.cd.cz/vlak/5426' target='_blank'>info</a>
50.321472,14.404812,Os9672,Stojí ve stanici v 11:47 <a href='https://www.cd.cz/vlak/9672' target='_blank'>info</a>
50.559902,14.033307,R683,Jede do Litochovice nad Labem (úsek 1.56km) v 11:51 <a href='https://www.cd.cz/vlak/683' target='_blank'>info</a>
50.74036,15.243949,Os26327,Stojí ve stanici v 11:40 <a href='https://www.cd.cz/vlak/26327' target='_blank'>info</a>
50.262819,14.517629,Os19513,Stojí ve stanici v 11:52 <a href='https://www.cd.cz/vlak/19513' target='_blank'>info</a>
50.472255,14.922936,Os9567,Stojí ve stanici v 11:53 <a href='https://www.cd.cz/vlak/9567' target='_blank'>info</a>
49.923783,18.087042,Os13414,Jede do Dolní Benešov-Zábřeh (úsek 2.6km) v 11:40 <a href='https://www.cd.cz/vlak/13414' target='_blank'>info</a>
49.182894,16.303789,R664,Jede do Vysoké Popovice (úsek 5.48km) v 11:50 <a href='https://www.cd.cz/vlak/664' target='_blank'>info</a>
49.707447,18.06654,Os23317,Stojí ve stanici v 11:50 <a href='https://www.cd.cz/vlak/23317' target='_blank'>info</a>
50.538774,15.722353,Os5738,Jede do Hostinné město (úsek 1.35km) v 11:51 <a href='https://www.cd.cz/vlak/5738' target='_blank'>info</a>
49.524499,12.937676,Os17409,Stojí ve stanici v 11:43 <a href='https://www.cd.cz/vlak/17409' target='_blank'>info</a>
49.631243,17.121258,Os14020,Jede do Příkazy (úsek 4.05km) v 11:52 <a href='https://www.cd.cz/vlak/14020' target='_blank'>info</a>
50.187214,14.943858,R790,Jede do Stratov (úsek 3.75km) v 11:54 <a href='https://www.cd.cz/vlak/790' target='_blank'>info</a>
49.364591,15.733289,Os4811,Jede do Bítovčice (úsek 2.07km) v 11:42 <a href='https://www.cd.cz/vlak/4811' target='_blank'>info</a>
50.761755,14.241001,R1167,Jede do Březiny u Děčína (úsek 2.21km) v 11:52 <a href='https://www.cd.cz/vlak/1167' target='_blank'>info</a>
49.088662,13.796734,Os18107,Jede do Bohumilice v Čechách (úsek 5.23km) v 11:47 <a href='https://www.cd.cz/vlak/18107' target='_blank'>info</a>
50.039865,15.573969,Os25012,Stojí ve stanici v 11:48 <a href='https://www.cd.cz/vlak/25012' target='_blank'>info</a>
50.086733,16.745941,Os20559,Jede do Králíky zastávka (úsek 2.04km) v 11:38 <a href='https://www.cd.cz/vlak/20559' target='_blank'>info</a>
49.642099,17.938545,Os13367,Stojí ve stanici v 11:48 <a href='https://www.cd.cz/vlak/13367' target='_blank'>info</a>
50.661647,14.055013,Os6806,Jede do Ústí nad Labem hlavní nádraží (úsek 2.64km) v 11:53 <a href='https://www.cd.cz/vlak/6806' target='_blank'>info</a>
50.483379,14.821286,Os6008,Jede do Bělá pod Bezdězem město (úsek 3.88km) v 11:53 <a href='https://www.cd.cz/vlak/6008' target='_blank'>info</a>
49.454494,16.336129,Os14911,Stojí ve stanici v 11:53 <a href='https://www.cd.cz/vlak/14911' target='_blank'>info</a>
50.642494,13.814608,Os6852,Jede do Řetenice (úsek 2.07km) v 11:53 <a href='https://www.cd.cz/vlak/6852' target='_blank'>info</a>
50.701486,15.317796,Os26243,Stojí ve stanici v 11:38 <a href='https://www.cd.cz/vlak/26243' target='_blank'>info</a>
49.89246,16.572598,Os12722,Stojí ve stanici v 11:39 <a href='https://www.cd.cz/vlak/12722' target='_blank'>info</a>
50.376406,13.27705,Os17644,Stojí ve stanici v 11:38 <a href='https://www.cd.cz/vlak/17644' target='_blank'>info</a>
50.134493,14.391351,R610,Jede do Praha-Sedlec (úsek 3.21km) v 11:50 <a href='https://www.cd.cz/vlak/610' target='_blank'>info</a>
50.099297,13.736241,Os16725,Stojí ve stanici v 11:44 <a href='https://www.cd.cz/vlak/16725' target='_blank'>info</a>
49.900071,13.38601,Os7664,Jede do Plasy (úsek 6.1km) v 11:53 <a href='https://www.cd.cz/vlak/7664' target='_blank'>info</a>
49.098253,16.372806,Os14418,Stojí ve stanici v 11:42 <a href='https://www.cd.cz/vlak/14418' target='_blank'>info</a>
49.51812,17.032636,Os24710,Jede do Lutotín (úsek 2.75km) v 11:44 <a href='https://www.cd.cz/vlak/24710' target='_blank'>info</a>
50.385165,13.196206,Os17606,Stojí ve stanici v 11:39 <a href='https://www.cd.cz/vlak/17606' target='_blank'>info</a>
50.087242,14.663784,Os8609,Jede do Praha-Klánovice (úsek 1.68km) v 11:51 <a href='https://www.cd.cz/vlak/8609' target='_blank'>info</a>
50.382566,13.690287,Os6510,Jede do Výškov v Čechách (úsek 2.4km) v 11:53 <a href='https://www.cd.cz/vlak/6510' target='_blank'>info</a>
50.180153,15.796493,Os6236,Jede do Hradec Králové hlavní nádraží (úsek 5.55km) v 11:52 <a href='https://www.cd.cz/vlak/6236' target='_blank'>info</a>
49.834876,18.280566,Sp1616,Stojí ve stanici v 11:50 <a href='https://www.cd.cz/vlak/1616' target='_blank'>info</a>
50.53889,15.227535,Os5509,Jede do Borek pod Troskami (úsek 2.12km) v 11:49 <a href='https://www.cd.cz/vlak/5509' target='_blank'>info</a>
50.820158,14.921891,TL20946,Jede do Bílý Kostel nad Nisou (úsek 2.78km) v 11:44 <a href='https://www.cd.cz/vlak/20946' target='_blank'>info</a>
50.854378,15.090642,Os6308,Jede do Oldřichov v Hájích (úsek 3.26km) v 11:47 <a href='https://www.cd.cz/vlak/6308' target='_blank'>info</a>
48.951742,17.386637,Os4114,Jede do Veselí nad Moravou (úsek 3.99km) v 11:49 <a href='https://www.cd.cz/vlak/4114' target='_blank'>info</a>
50.903248,14.638847,TL20915,Stojí ve stanici v 11:46 <a href='https://www.cd.cz/vlak/20915' target='_blank'>info</a>
50.411143,16.100856,Os15159,Stojí ve stanici v 11:37 <a href='https://www.cd.cz/vlak/15159' target='_blank'>info</a>
50.54111,14.131623,Os6153,Stojí ve stanici v 11:45 <a href='https://www.cd.cz/vlak/6153' target='_blank'>info</a>
50.22925,14.881827,Os25625,Stojí ve stanici v 11:41 <a href='https://www.cd.cz/vlak/25625' target='_blank'>info</a>
50.073808,16.450091,Sp1952,Jede do Žamberk (úsek 0.56km) v 11:44 <a href='https://www.cd.cz/vlak/1952' target='_blank'>info</a>
50.179373,15.078549,Os5820,Jede do Nymburk předj.n. (úsek 2.07km) v 11:54 <a href='https://www.cd.cz/vlak/5820' target='_blank'>info</a>
50.720963,15.16088,Os2612,Stojí ve stanici v 11:53 <a href='https://www.cd.cz/vlak/2612' target='_blank'>info</a>
50.095866,14.367921,Os9816,Jede do Praha-Dejvice (úsek 3.94km) v 11:52 <a href='https://www.cd.cz/vlak/9816' target='_blank'>info</a>
50.210697,15.300289,Os15652,Stojí ve stanici v 11:51 <a href='https://www.cd.cz/vlak/15652' target='_blank'>info</a>
50.036036,12.928276,Os16711,Jede do Poseč (úsek 3.45km) v 11:48 <a href='https://www.cd.cz/vlak/16711' target='_blank'>info</a>
49.948247,15.787006,Os25047,Stojí ve stanici v 11:36 <a href='https://www.cd.cz/vlak/25047' target='_blank'>info</a>
49.102912,18.043279,Os23213,Jede do Návojná (úsek 5.75km) v 11:45 <a href='https://www.cd.cz/vlak/23213' target='_blank'>info</a>
49.032846,17.685325,Os14312,Stojí ve stanici v 11:48 <a href='https://www.cd.cz/vlak/14312' target='_blank'>info</a>
50.051067,14.56097,Os2535,Jede do Praha-Horní Měcholupy (úsek 2.35km) v 11:50 <a href='https://www.cd.cz/vlak/2535' target='_blank'>info</a>
48.840134,17.088215,Os4259,Jede do Hodonín (úsek 5.25km) v 11:51 <a href='https://www.cd.cz/vlak/4259' target='_blank'>info</a>
50.575592,15.373677,Os5410,Jede do Nedvězí (úsek 4.23km) v 11:50 <a href='https://www.cd.cz/vlak/5410' target='_blank'>info</a>
48.920473,16.680704,RJ1032,Jede do Popice (úsek 2.95km) v 11:51 <a href='https://www.cd.cz/vlak/1032' target='_blank'>info</a>
49.642604,13.51675,Os27858,Stojí ve stanici v 11:36 <a href='https://www.cd.cz/vlak/27858' target='_blank'>info</a>
50.131572,14.3954,Os6912,Jede do Praha-Sedlec (úsek 2.44km) v 11:51 <a href='https://www.cd.cz/vlak/6912' target='_blank'>info</a>
50.388198,15.424997,Os5527,Jede do Butoves (úsek 0.42km) v 11:45 <a href='https://www.cd.cz/vlak/5527' target='_blank'>info</a>
49.995531,14.376794,Os8835,Jede do Praha-Velká Chuchle (úsek 2.85km) v 11:54 <a href='https://www.cd.cz/vlak/8835' target='_blank'>info</a>
49.793821,17.661986,Os13309,Jede do Svatoňovice (úsek 5.1km) v 11:38 <a href='https://www.cd.cz/vlak/13309' target='_blank'>info</a>
48.907169,13.883345,Os18063,Stojí ve stanici v 11:45 <a href='https://www.cd.cz/vlak/18063' target='_blank'>info</a>
49.173384,14.875996,Os8306,Jede do Mnich (úsek 2.42km) v 11:53 <a href='https://www.cd.cz/vlak/8306' target='_blank'>info</a>
49.316718,17.475964,Os4210,Stojí ve stanici v 11:51 <a href='https://www.cd.cz/vlak/4210' target='_blank'>info</a>
49.477832,17.982192,Os3907,Jede do Krhová (úsek 2.49km) v 11:36 <a href='https://www.cd.cz/vlak/3907' target='_blank'>info</a>
49.60716,13.516821,R667,Jede do Zdemyslice (úsek 4.02km) v 11:52 <a href='https://www.cd.cz/vlak/667' target='_blank'>info</a>
49.176203,18.100235,Os3255,Stojí ve stanici v 11:40 <a href='https://www.cd.cz/vlak/3255' target='_blank'>info</a>
49.786044,14.198174,Os2012,Jede do Stará Huť (úsek 1.18km) v 11:36 <a href='https://www.cd.cz/vlak/2012' target='_blank'>info</a>
49.345502,17.304796,Os3954,Stojí ve stanici v 11:49 <a href='https://www.cd.cz/vlak/3954' target='_blank'>info</a>
49.596034,17.361518,Os3547,Jede do Velká Bystřice zastávka (úsek 1.54km) v 11:47 <a href='https://www.cd.cz/vlak/3547' target='_blank'>info</a>
50.911905,15.086996,Os6337,Jede do Raspenava (úsek 5.24km) v 11:53 <a href='https://www.cd.cz/vlak/6337' target='_blank'>info</a>
50.673149,15.970674,Os25415,Stojí ve stanici v 11:38 <a href='https://www.cd.cz/vlak/25415' target='_blank'>info</a>
50.408266,14.894603,Os9570,Jede do Ml.Bol.hl.n.vhb.č.50 (úsek 0.55km) v 11:52 <a href='https://www.cd.cz/vlak/9570' target='_blank'>info</a>
50.159478,14.736283,Os19414,Jede do Čelákovice zastávka (úsek 2.01km) v 11:38 <a href='https://www.cd.cz/vlak/19414' target='_blank'>info</a>
49.391616,13.285582,Os17509,Jede do vl.v km 56.192 (úsek 2.19km) v 11:37 <a href='https://www.cd.cz/vlak/17509' target='_blank'>info</a>
49.042645,17.499615,Os4341,Jede do Vésky (úsek 2.5km) v 11:50 <a href='https://www.cd.cz/vlak/4341' target='_blank'>info</a>
49.724098,15.184931,Os9207,Jede do Budčice (úsek 1.35km) v 11:49 <a href='https://www.cd.cz/vlak/9207' target='_blank'>info</a>
49.950551,16.155809,Os15046,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/15046' target='_blank'>info</a>
49.684084,17.284864,Os3633,Jede do Štarnov (úsek 2.35km) v 11:49 <a href='https://www.cd.cz/vlak/3633' target='_blank'>info</a>
50.489092,13.70876,Os6511,Jede do Sedlec u Obrnic (úsek 2.4km) v 11:45 <a href='https://www.cd.cz/vlak/6511' target='_blank'>info</a>
50.119081,12.359073,Os20973,Jede do Františkovy Lázně-Aquaforum (úsek 0.9km) v 11:48 <a href='https://www.cd.cz/vlak/20973' target='_blank'>info</a>
49.082754,14.72571,Os8709,Jede do Lužnice (úsek 4.65km) v 11:54 <a href='https://www.cd.cz/vlak/8709' target='_blank'>info</a>
48.984463,15.874332,Os24808,Stojí ve stanici v 11:52 <a href='https://www.cd.cz/vlak/24808' target='_blank'>info</a>
49.145199,14.180121,Os18006,Stojí ve stanici v 11:44 <a href='https://www.cd.cz/vlak/18006' target='_blank'>info</a>
49.961757,15.30118,Os2446,Stojí ve stanici v 11:48 <a href='https://www.cd.cz/vlak/2446' target='_blank'>info</a>
50.551061,15.978924,Sp1791,Jede do Bohuslavice nad Úpou (úsek 3.81km) v 11:48 <a href='https://www.cd.cz/vlak/1791' target='_blank'>info</a>
49.938838,16.904478,Sp1707,Jede do Bludov lázně (úsek 2.49km) v 11:48 <a href='https://www.cd.cz/vlak/1707' target='_blank'>info</a>
48.8538,16.836002,Os4622,Jede do Rakvice (úsek 3.95km) v 11:52 <a href='https://www.cd.cz/vlak/4622' target='_blank'>info</a>
50.086208,14.650774,SC507,Jede do Praha-Klánovice (úsek 1.68km) v 11:54 <a href='https://www.cd.cz/vlak/507' target='_blank'>info</a>
50.879012,15.186651,Os16314,Jede do Hejnice (úsek 1.56km) v 11:40 <a href='https://www.cd.cz/vlak/16314' target='_blank'>info</a>
48.980447,17.204619,Os4115,Jede do Vracov (úsek 4.03km) v 11:50 <a href='https://www.cd.cz/vlak/4115' target='_blank'>info</a>
49.815719,15.189072,Os2424,Stojí ve stanici v 11:41 <a href='https://www.cd.cz/vlak/2424' target='_blank'>info</a>
50.037515,15.359335,Os5007,Jede do Týnec nad Labem (úsek 1.02km) v 11:53 <a href='https://www.cd.cz/vlak/5007' target='_blank'>info</a>
50.417256,16.171199,Sp1750,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/1750' target='_blank'>info</a>
49.597502,15.681046,Os8751,Jede do Stříbrné Hory (úsek 1.93km) v 11:49 <a href='https://www.cd.cz/vlak/8751' target='_blank'>info</a>
49.583037,18.132498,Os23143,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/23143' target='_blank'>info</a>
49.961757,15.30118,Os5907,Stojí ve stanici v 11:53 <a href='https://www.cd.cz/vlak/5907' target='_blank'>info</a>
50.157993,16.27369,Os20237,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/20237' target='_blank'>info</a>
49.220145,16.633088,Os14114,Jede do Brno-Lesná (úsek 3.16km) v 11:49 <a href='https://www.cd.cz/vlak/14114' target='_blank'>info</a>
49.929704,17.284383,Os3518,Stojí ve stanici v 11:41 <a href='https://www.cd.cz/vlak/3518' target='_blank'>info</a>
50.700442,15.435274,Os15506,Stojí ve stanici v 11:43 <a href='https://www.cd.cz/vlak/15506' target='_blank'>info</a>
49.89427,14.156353,Os27710,Jede do Skuhrov pod Brdy (úsek 2.73km) v 11:52 <a href='https://www.cd.cz/vlak/27710' target='_blank'>info</a>
49.735272,18.114687,Os3364,Jede do Studénka (úsek 7.68km) v 11:51 <a href='https://www.cd.cz/vlak/3364' target='_blank'>info</a>
49.206868,18.053663,Os3242,Jede do Lidečko ves (úsek 2.33km) v 11:48 <a href='https://www.cd.cz/vlak/3242' target='_blank'>info</a>
48.97719,17.31483,Os24125,Stojí ve stanici v 11:49 <a href='https://www.cd.cz/vlak/24125' target='_blank'>info</a>
50.11074,14.43956,Os28123,Jede do Praha-Holešovice (úsek 1.06km) v 11:53 <a href='https://www.cd.cz/vlak/28123' target='_blank'>info</a>
49.16131,16.598612,Os4810,Jede do Brno-Horní Heršpice Státní silnice (úsek 1.22km) v 11:50 <a href='https://www.cd.cz/vlak/4810' target='_blank'>info</a>
48.753769,16.893065,Os4278,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/4278' target='_blank'>info</a>
50.209041,12.20004,Os17247,Stojí ve stanici v 11:44 <a href='https://www.cd.cz/vlak/17247' target='_blank'>info</a>
49.95595,17.869774,Os3520,Jede do vl.v km 109.477 (úsek 2.79km) v 11:51 <a href='https://www.cd.cz/vlak/3520' target='_blank'>info</a>
50.101136,12.847002,Os7104,Jede do Vodná (úsek 2.81km) v 11:47 <a href='https://www.cd.cz/vlak/7104' target='_blank'>info</a>
50.98352,14.283293,Os5445,Stojí ve stanici v 11:47 <a href='https://www.cd.cz/vlak/5445' target='_blank'>info</a>
48.83148,17.070093,Os14508,Jede do Lužice (úsek 5.25km) v 11:46 <a href='https://www.cd.cz/vlak/14508' target='_blank'>info</a>
49.034421,16.591377,Os4928,Stojí ve stanici v 11:53 <a href='https://www.cd.cz/vlak/4928' target='_blank'>info</a>
50.400546,13.267859,Os17645,Jede do vl.v km 30.358 (úsek 3.05km) v 11:49 <a href='https://www.cd.cz/vlak/17645' target='_blank'>info</a>
50.890371,14.621747,TL20912,Jede do Dolní Podluží (úsek 2.7km) v 11:49 <a href='https://www.cd.cz/vlak/20912' target='_blank'>info</a>
50.196279,14.854509,Os9416,Jede do Lysá nad Labem (úsek 5.36km) v 11:47 <a href='https://www.cd.cz/vlak/9416' target='_blank'>info</a>
49.957075,14.075869,Os7905,Stojí ve stanici v 11:40 <a href='https://www.cd.cz/vlak/7905' target='_blank'>info</a>
48.63387,14.243302,Os18856,Stojí ve stanici v 11:45 <a href='https://www.cd.cz/vlak/18856' target='_blank'>info</a>
50.435805,14.640871,Os8518,Stojí ve stanici v 11:44 <a href='https://www.cd.cz/vlak/8518' target='_blank'>info</a>
49.872107,15.576415,Os15915,Stojí ve stanici v 11:48 <a href='https://www.cd.cz/vlak/15915' target='_blank'>info</a>
50.097297,14.529104,RJ1007,Jede do Praha-Kyje (úsek 3.13km) v 11:52 <a href='https://www.cd.cz/vlak/1007' target='_blank'>info</a>
50.08293,14.435587,R981,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/981' target='_blank'>info</a>
49.585238,18.360413,Os13118,Jede do Frýdlant nad Ostravicí zastávka (úsek 0.66km) v 11:48 <a href='https://www.cd.cz/vlak/13118' target='_blank'>info</a>
49.908465,17.888822,Os23464,Jede do vl. v km 6.519 (úsek 3.74km) v 11:52 <a href='https://www.cd.cz/vlak/23464' target='_blank'>info</a>
49.915538,17.987314,Os3415,Jede do Štítina (úsek 3.5km) v 11:52 <a href='https://www.cd.cz/vlak/3415' target='_blank'>info</a>
50.031343,15.784723,Os5027,Jede do Pardubice-Pardubičky (úsek 2.19km) v 11:48 <a href='https://www.cd.cz/vlak/5027' target='_blank'>info</a>
50.071886,16.929513,Os13663,Stojí ve stanici v 11:49 <a href='https://www.cd.cz/vlak/13663' target='_blank'>info</a>
50.11204,14.497416,Os9508,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/9508' target='_blank'>info</a>
49.797675,18.24997,Os2865,Jede do Ostrava-Vítkovice (úsek 3.57km) v 11:51 <a href='https://www.cd.cz/vlak/2865' target='_blank'>info</a>
50.231726,14.29286,Os9706,Jede do Kralupy nad Vltavou předměstí (úsek 2.89km) v 11:51 <a href='https://www.cd.cz/vlak/9706' target='_blank'>info</a>
49.9698,14.657358,Os2532,Jede do Světice (úsek 3.31km) v 11:49 <a href='https://www.cd.cz/vlak/2532' target='_blank'>info</a>
49.47359,16.640674,Os14748,Jede do Boskovice (úsek 5.05km) v 11:50 <a href='https://www.cd.cz/vlak/14748' target='_blank'>info</a>
50.50979,14.059579,Os16127,Stojí ve stanici v 11:51 <a href='https://www.cd.cz/vlak/16127' target='_blank'>info</a>
49.301002,14.139662,R632,Jede do Písek (úsek 3.83km) v 11:50 <a href='https://www.cd.cz/vlak/632' target='_blank'>info</a>
50.628917,15.3032,Os5481,Jede do Semily (úsek 6.65km) v 11:50 <a href='https://www.cd.cz/vlak/5481' target='_blank'>info</a>
50.119638,14.948794,Os15863,Jede do Třebestovice (úsek 3.48km) v 11:50 <a href='https://www.cd.cz/vlak/15863' target='_blank'>info</a>
49.985338,16.387686,Os7161,Jede do Dolní Libchavy (úsek 3.04km) v 11:51 <a href='https://www.cd.cz/vlak/7161' target='_blank'>info</a>
49.736923,18.621595,Os12816,Jede do Č.Těšín n.n. (úsek 0.75km) v 11:47 <a href='https://www.cd.cz/vlak/12816' target='_blank'>info</a>
50.205425,12.751198,Os27147,Jede do Nové Sedlo u Lokte (úsek 3.3km) v 11:50 <a href='https://www.cd.cz/vlak/27147' target='_blank'>info</a>
49.669033,17.424172,Os3548,Jede do Hrubá Voda zastávka (úsek 1.51km) v 11:50 <a href='https://www.cd.cz/vlak/3548' target='_blank'>info</a>
49.389234,16.633338,Os4011,Jede do Dolní Lhota (úsek 2.33km) v 11:50 <a href='https://www.cd.cz/vlak/4011' target='_blank'>info</a>
49.435213,12.943082,Ex358,Stojí ve stanici v 11:50 <a href='https://www.cd.cz/vlak/358' target='_blank'>info</a>
50.95882,15.254421,Os6360,Stojí ve stanici v 11:46 <a href='https://www.cd.cz/vlak/6360' target='_blank'>info</a>
50.107463,16.273017,Os25228,Jede do Doudleby nad Orlicí (úsek 2.52km) v 11:54 <a href='https://www.cd.cz/vlak/25228' target='_blank'>info</a>
50.163464,14.130073,Os19833,Stojí ve stanici v 11:52 <a href='https://www.cd.cz/vlak/19833' target='_blank'>info</a>
49.623703,16.524537,Os4721,Jede do Moravská Chrastová (úsek 1.23km) v 11:52 <a href='https://www.cd.cz/vlak/4721' target='_blank'>info</a>
49.134054,16.808795,Os24014,Jede do Zbýšov (úsek 2.02km) v 11:52 <a href='https://www.cd.cz/vlak/24014' target='_blank'>info</a>
48.929929,16.749286,Os14616,Jede do Šakvice (úsek 6.67km) v 11:52 <a href='https://www.cd.cz/vlak/14616' target='_blank'>info</a>
50.084997,14.437402,Os8834,Jede do Praha hlavní nádraží (úsek 0.89km) v 11:52 <a href='https://www.cd.cz/vlak/8834' target='_blank'>info</a>
49.40924,13.28624,R763,Jede do Km 50.800 (úsek 1.58km) v 11:51 <a href='https://www.cd.cz/vlak/763' target='_blank'>info</a>
50.771557,15.393368,Os2658,Stojí ve stanici v 11:53 <a href='https://www.cd.cz/vlak/2658' target='_blank'>info</a>
50.210697,15.300289,Os15607,Stojí ve stanici v 11:54 <a href='https://www.cd.cz/vlak/15607' target='_blank'>info</a>
50.033138,13.568972,Os17708,Stojí ve stanici v 11:55 <a href='https://www.cd.cz/vlak/17708' target='_blank'>info</a>
50.026053,15.750383,Sp1455,Jede do vl.v km 90.205 (úsek 1.36km) v 11:53 <a href='https://www.cd.cz/vlak/1455' target='_blank'>info</a>
49.704349,14.991515,Os19116,Jede do Zdislavice (úsek 3.77km) v 11:53 <a href='https://www.cd.cz/vlak/19116' target='_blank'>info</a>
50.088489,14.443505,Os5823,Jede do Praha Masarykovo nádraží - kolej 101 - 103 (úsek 0.69km) v 11:53 <a href='https://www.cd.cz/vlak/5823' target='_blank'>info</a>
